date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2024-01-01,6,Capacitor,0402,samsung,9000,0,431,431,0,8569,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-02,6,Capacitor,0402,samsung,8569,0,740,740,0,7829,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-03,6,Capacitor,0402,samsung,7829,0,678,678,0,7151,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-04,6,Capacitor,0402,samsung,7151,0,493,493,0,6658,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-05,6,Capacitor,0402,samsung,6658,0,555,555,0,6103,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-06,6,Capacitor,0402,samsung,6103,0,760,760,0,5343,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-07,6,Capacitor,0402,samsung,5343,0,411,411,0,4932,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-08,6,Capacitor,0402,samsung,4932,0,288,288,0,4644,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-09,6,Capacitor,0402,samsung,4644,0,288,288,0,4356,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-10,6,Capacitor,0402,samsung,4356,0,740,740,0,3616,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-11,6,Capacitor,0402,samsung,3616,0,452,452,0,3164,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-12,6,Capacitor,0402,samsung,3164,0,781,781,0,2383,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-13,6,Capacitor,0402,samsung,2383,0,390,390,0,1993,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-14,6,Capacitor,0402,samsung,1993,2833,842,842,0,1151,0,3200,2833,1,12.0,0.2241,1318.82,527.53,28222.76
2024-01-15,6,Capacitor,0402,samsung,3984,0,288,288,0,3696,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-16,6,Capacitor,0402,samsung,3696,0,760,760,0,2936,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-17,6,Capacitor,0402,samsung,2936,2400,616,616,0,2320,0,2400,2400,1,12.0,0.2241,1117.25,446.9,23909.15
2024-01-18,6,Capacitor,0402,samsung,4720,0,390,390,0,4330,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-19,6,Capacitor,0402,samsung,4330,0,616,616,0,3714,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-20,6,Capacitor,0402,samsung,3714,0,308,308,0,3406,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-21,6,Capacitor,0402,samsung,3406,0,205,205,0,3201,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-22,6,Capacitor,0402,samsung,3201,0,493,493,0,2708,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-23,6,Capacitor,0402,samsung,2708,0,226,226,0,2482,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-24,6,Capacitor,0402,samsung,2482,0,637,637,0,1845,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-25,6,Capacitor,0402,samsung,1845,0,205,205,0,1640,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-26,6,Capacitor,0402,samsung,1640,1400,308,308,0,1332,0,1400,1400,1,12.0,0.2241,651.73,260.69,13947.01
2024-01-27,6,Capacitor,0402,samsung,2732,0,329,329,0,2403,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-28,6,Capacitor,0402,samsung,2403,0,411,411,0,1992,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-29,6,Capacitor,0402,samsung,1992,1900,657,657,0,1335,0,1900,1900,1,12.0,0.2241,884.49,353.8,18928.08
2024-01-30,6,Capacitor,0402,samsung,3235,0,514,514,0,2721,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
2024-01-31,6,Capacitor,0402,samsung,2721,0,801,801,0,1920,0,0,0,1,12.0,0.1847,0.0,0.0,0.0
