date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2024-01-01,15,Capacitor,0604,samsung,5000,0,259,259,0,4741,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-02,15,Capacitor,0604,samsung,4741,0,444,444,0,4297,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-03,15,Capacitor,0604,samsung,4297,0,407,407,0,3890,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-04,15,Capacitor,0604,samsung,3890,0,296,296,0,3594,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-05,15,Capacitor,0604,samsung,3594,0,333,333,0,3261,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-06,15,Capacitor,0604,samsung,3261,0,456,456,0,2805,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-07,15,Capacitor,0604,samsung,2805,0,247,247,0,2558,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-08,15,Capacitor,0604,samsung,2558,0,173,173,0,2385,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-09,15,Capacitor,0604,samsung,2385,0,173,173,0,2212,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-10,15,Capacitor,0604,samsung,2212,0,444,444,0,1768,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-11,15,Capacitor,0604,samsung,1768,0,271,271,0,1497,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-12,15,Capacitor,0604,samsung,1497,1600,468,468,0,1029,0,1600,1600,1,14.4,0.2241,893.8,357.52,19127.32
2024-01-13,15,Capacitor,0604,samsung,2629,0,234,234,0,2395,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-14,15,Capacitor,0604,samsung,2395,0,505,505,0,1890,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-15,15,Capacitor,0604,samsung,1890,0,173,173,0,1717,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-16,15,Capacitor,0604,samsung,1717,903,456,456,0,1261,0,1700,903,1,14.4,0.2241,504.44,201.78,10794.98
2024-01-17,15,Capacitor,0604,samsung,2164,0,370,370,0,1794,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-18,15,Capacitor,0604,samsung,1794,0,234,234,0,1560,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-19,15,Capacitor,0604,samsung,1560,1500,370,370,0,1190,0,1500,1500,1,14.4,0.2241,837.94,335.18,17931.86
2024-01-20,15,Capacitor,0604,samsung,2690,0,185,185,0,2505,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-21,15,Capacitor,0604,samsung,2505,0,123,123,0,2382,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-22,15,Capacitor,0604,samsung,2382,0,296,296,0,2086,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-23,15,Capacitor,0604,samsung,2086,0,136,136,0,1950,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-24,15,Capacitor,0604,samsung,1950,0,382,382,0,1568,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-25,15,Capacitor,0604,samsung,1568,0,123,123,0,1445,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-26,15,Capacitor,0604,samsung,1445,0,185,185,0,1260,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-27,15,Capacitor,0604,samsung,1260,0,197,197,0,1063,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-28,15,Capacitor,0604,samsung,1063,1000,247,247,0,816,0,1000,1000,1,14.4,0.2241,558.63,223.45,11954.58
2024-01-29,15,Capacitor,0604,samsung,1816,0,394,394,0,1422,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-30,15,Capacitor,0604,samsung,1422,0,308,308,0,1114,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-31,15,Capacitor,0604,samsung,1114,1600,481,481,0,633,0,1600,1600,1,14.4,0.2241,893.8,357.52,19127.32
2024-02-01,15,Capacitor,0604,samsung,2233,0,308,308,0,1925,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-02,15,Capacitor,0604,samsung,1925,0,345,345,0,1580,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-03,15,Capacitor,0604,samsung,1580,0,247,247,0,1333,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-04,15,Capacitor,0604,samsung,1333,1900,382,382,0,951,0,1900,1900,1,14.4,0.1386,1178.44,471.38,25218.72
2024-02-05,15,Capacitor,0604,samsung,2851,0,222,222,0,2629,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-06,15,Capacitor,0604,samsung,2629,0,247,247,0,2382,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-07,15,Capacitor,0604,samsung,2382,0,407,407,0,1975,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-08,15,Capacitor,0604,samsung,1975,0,345,345,0,1630,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-09,15,Capacitor,0604,samsung,1630,0,136,136,0,1494,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-10,15,Capacitor,0604,samsung,1494,1700,518,518,0,976,0,1700,1700,1,14.4,0.1738,1011.24,404.49,21640.46
2024-02-11,15,Capacitor,0604,samsung,2676,0,407,407,0,2269,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-12,15,Capacitor,0604,samsung,2269,0,444,444,0,1825,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-13,15,Capacitor,0604,samsung,1825,0,136,136,0,1689,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-14,15,Capacitor,0604,samsung,1689,0,308,308,0,1381,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-15,15,Capacitor,0604,samsung,1381,0,136,136,0,1245,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-16,15,Capacitor,0604,samsung,1245,1900,419,419,0,826,0,1900,1900,1,14.4,0.1738,1130.21,452.08,24186.4
2024-02-17,15,Capacitor,0604,samsung,2726,0,123,123,0,2603,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-18,15,Capacitor,0604,samsung,2603,0,283,283,0,2320,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-19,15,Capacitor,0604,samsung,2320,0,357,357,0,1963,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-20,15,Capacitor,0604,samsung,1963,0,308,308,0,1655,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-21,15,Capacitor,0604,samsung,1655,0,382,382,0,1273,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-22,15,Capacitor,0604,samsung,1273,1200,148,148,0,1125,0,1200,1200,1,14.4,0.1738,713.81,285.53,15275.62
2024-02-23,15,Capacitor,0604,samsung,2325,0,407,407,0,1918,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-24,15,Capacitor,0604,samsung,1918,0,394,394,0,1524,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-25,15,Capacitor,0604,samsung,1524,1400,283,283,0,1241,0,1400,1400,1,14.4,0.1738,832.78,333.11,17821.56
2024-02-26,15,Capacitor,0604,samsung,2641,0,345,345,0,2296,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-27,15,Capacitor,0604,samsung,2296,0,185,185,0,2111,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-28,15,Capacitor,0604,samsung,2111,0,136,136,0,1975,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-29,15,Capacitor,0604,samsung,1975,0,407,407,0,1568,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-03-01,15,Capacitor,0604,samsung,1568,0,259,259,0,1309,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-02,15,Capacitor,0604,samsung,1309,1300,333,333,0,976,0,1300,1300,1,14.4,0.0146,922.35,368.94,19738.22
2024-03-03,15,Capacitor,0604,samsung,2276,0,333,333,0,1943,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-04,15,Capacitor,0604,samsung,1943,0,518,518,0,1425,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-05,15,Capacitor,0604,samsung,1425,1800,431,431,0,994,0,1800,1800,1,14.4,0.0146,1277.1,510.84,27329.84
2024-03-06,15,Capacitor,0604,samsung,2794,0,444,444,0,2350,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-07,15,Capacitor,0604,samsung,2350,0,431,431,0,1919,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-08,15,Capacitor,0604,samsung,1919,1700,345,345,0,1574,0,1700,1700,1,14.4,0.0146,1206.15,482.46,25811.52
2024-03-09,15,Capacitor,0604,samsung,3274,0,136,136,0,3138,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-10,15,Capacitor,0604,samsung,3138,0,234,234,0,2904,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-11,15,Capacitor,0604,samsung,2904,0,173,173,0,2731,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-12,15,Capacitor,0604,samsung,2731,0,518,518,0,2213,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-13,15,Capacitor,0604,samsung,2213,0,407,407,0,1806,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-14,15,Capacitor,0604,samsung,1806,0,123,123,0,1683,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-15,15,Capacitor,0604,samsung,1683,0,370,370,0,1313,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-16,15,Capacitor,0604,samsung,1313,1600,382,382,0,931,0,1600,1600,1,14.4,0.0146,1135.2,454.08,24293.19
2024-03-17,15,Capacitor,0604,samsung,2531,0,160,160,0,2371,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-18,15,Capacitor,0604,samsung,2371,0,234,234,0,2137,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-19,15,Capacitor,0604,samsung,2137,0,185,185,0,1952,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-20,15,Capacitor,0604,samsung,1952,0,136,136,0,1816,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-21,15,Capacitor,0604,samsung,1816,0,123,123,0,1693,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-22,15,Capacitor,0604,samsung,1693,0,173,173,0,1520,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-23,15,Capacitor,0604,samsung,1520,0,123,123,0,1397,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-24,15,Capacitor,0604,samsung,1397,0,308,308,0,1089,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-25,15,Capacitor,0604,samsung,1089,1100,419,419,0,670,0,1100,1100,1,14.4,0.0146,780.45,312.18,16701.57
2024-03-26,15,Capacitor,0604,samsung,1770,0,148,148,0,1622,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-27,15,Capacitor,0604,samsung,1622,0,345,345,0,1277,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-28,15,Capacitor,0604,samsung,1277,0,247,247,0,1030,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-29,15,Capacitor,0604,samsung,1030,1300,222,222,0,808,0,1300,1300,1,14.4,0.0146,922.35,368.94,19738.22
2024-03-30,15,Capacitor,0604,samsung,2108,0,259,259,0,1849,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-31,15,Capacitor,0604,samsung,1849,0,296,296,0,1553,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-04-01,15,Capacitor,0604,samsung,1553,0,431,431,0,1122,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-02,15,Capacitor,0604,samsung,1122,2352,283,283,0,839,0,1600,2352,1,14.4,0.1249,1482.01,592.81,31715.07
2024-04-03,15,Capacitor,0604,samsung,3191,0,283,283,0,2908,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-04,15,Capacitor,0604,samsung,2908,0,370,370,0,2538,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-05,15,Capacitor,0604,samsung,2538,0,456,456,0,2082,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-06,15,Capacitor,0604,samsung,2082,0,234,234,0,1848,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-07,15,Capacitor,0604,samsung,1848,0,333,333,0,1515,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-08,15,Capacitor,0604,samsung,1515,0,185,185,0,1330,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-09,15,Capacitor,0604,samsung,1330,0,160,160,0,1170,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-10,15,Capacitor,0604,samsung,1170,1800,444,444,0,726,0,1800,1800,1,14.4,0.1249,1134.19,453.68,24271.74
2024-04-11,15,Capacitor,0604,samsung,2526,0,518,518,0,2008,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
2024-04-12,15,Capacitor,0604,samsung,2008,0,407,407,0,1601,0,0,0,1,14.4,0.1249,0.0,0.0,0.0
