date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2024-01-01,1,Capacitor,0604,murata,5000,0,259,259,0,4741,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-02,1,Capacitor,0604,murata,4741,0,444,444,0,4297,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-03,1,Capacitor,0604,murata,4297,0,407,407,0,3890,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-04,1,Capacitor,0604,murata,3890,0,296,296,0,3594,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-05,1,Capacitor,0604,murata,3594,0,333,333,0,3261,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-06,1,Capacitor,0604,murata,3261,0,456,456,0,2805,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-07,1,Capacitor,0604,murata,2805,0,247,247,0,2558,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-08,1,Capacitor,0604,murata,2558,0,173,173,0,2385,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-09,1,Capacitor,0604,murata,2385,0,173,173,0,2212,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-10,1,Capacitor,0604,murata,2212,0,444,444,0,1768,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-11,1,Capacitor,0604,murata,1768,0,271,271,0,1497,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-12,1,Capacitor,0604,murata,1497,1600,468,468,0,1029,0,1600,1600,1,14.4,0.1847,939.17,375.67,20098.27
2024-01-13,1,Capacitor,0604,murata,2629,0,234,234,0,2395,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-14,1,Capacitor,0604,murata,2395,0,505,505,0,1890,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-15,1,Capacitor,0604,murata,1890,0,173,173,0,1717,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-16,1,Capacitor,0604,murata,1717,1700,456,456,0,1261,0,1700,1700,1,14.4,0.1847,997.87,399.15,21354.42
2024-01-17,1,Capacitor,0604,murata,2961,0,370,370,0,2591,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-18,1,Capacitor,0604,murata,2591,0,234,234,0,2357,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-19,1,Capacitor,0604,murata,2357,0,370,370,0,1987,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-20,1,Capacitor,0604,murata,1987,0,185,185,0,1802,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-21,1,Capacitor,0604,murata,1802,0,123,123,0,1679,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-22,1,Capacitor,0604,murata,1679,0,296,296,0,1383,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-23,1,Capacitor,0604,murata,1383,0,136,136,0,1247,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-24,1,Capacitor,0604,murata,1247,1200,382,382,0,865,0,1200,1200,1,14.4,0.1847,704.38,281.75,15073.71
2024-01-25,1,Capacitor,0604,murata,2065,0,123,123,0,1942,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-26,1,Capacitor,0604,murata,1942,0,185,185,0,1757,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-27,1,Capacitor,0604,murata,1757,0,197,197,0,1560,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-28,1,Capacitor,0604,murata,1560,0,247,247,0,1313,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-29,1,Capacitor,0604,murata,1313,1000,394,394,0,919,0,1000,1000,1,14.4,0.1847,586.98,234.79,12561.42
2024-01-30,1,Capacitor,0604,murata,1919,0,308,308,0,1611,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-01-31,1,Capacitor,0604,murata,1611,0,481,481,0,1130,0,0,0,1,14.4,0.1847,0.0,0.0,0.0
2024-02-01,1,Capacitor,0604,murata,1130,920,308,308,0,822,0,1600,920,1,14.4,0.1386,570.62,228.25,12211.17
2024-02-02,1,Capacitor,0604,murata,1742,0,345,345,0,1397,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-03,1,Capacitor,0604,murata,1397,1600,247,247,0,1150,0,1600,1600,1,14.4,0.1386,992.37,396.95,21236.82
2024-02-04,1,Capacitor,0604,murata,2750,0,382,382,0,2368,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-05,1,Capacitor,0604,murata,2368,0,222,222,0,2146,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-06,1,Capacitor,0604,murata,2146,0,247,247,0,1899,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-07,1,Capacitor,0604,murata,1899,0,407,407,0,1492,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-08,1,Capacitor,0604,murata,1492,1400,345,345,0,1147,0,1400,1400,1,14.4,0.1386,868.33,347.33,18582.22
2024-02-09,1,Capacitor,0604,murata,2547,0,136,136,0,2411,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-10,1,Capacitor,0604,murata,2411,0,518,518,0,1893,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-11,1,Capacitor,0604,murata,1893,0,407,407,0,1486,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-12,1,Capacitor,0604,murata,1486,1900,444,444,0,1042,0,1900,1900,1,14.4,0.1386,1178.44,471.38,25218.72
2024-02-13,1,Capacitor,0604,murata,2942,0,136,136,0,2806,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-14,1,Capacitor,0604,murata,2806,0,308,308,0,2498,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-15,1,Capacitor,0604,murata,2498,0,136,136,0,2362,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-16,1,Capacitor,0604,murata,2362,0,419,419,0,1943,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-17,1,Capacitor,0604,murata,1943,0,123,123,0,1820,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-18,1,Capacitor,0604,murata,1820,0,283,283,0,1537,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-19,1,Capacitor,0604,murata,1537,0,357,357,0,1180,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-20,1,Capacitor,0604,murata,1180,1400,308,308,0,872,0,1400,1400,1,14.4,0.1386,868.33,347.33,18582.22
2024-02-21,1,Capacitor,0604,murata,2272,0,382,382,0,1890,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-22,1,Capacitor,0604,murata,1890,0,148,148,0,1742,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-23,1,Capacitor,0604,murata,1742,0,407,407,0,1335,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-24,1,Capacitor,0604,murata,1335,1700,394,394,0,941,0,1700,1700,1,14.4,0.1386,1054.4,421.76,22564.12
2024-02-25,1,Capacitor,0604,murata,2641,0,283,283,0,2358,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-26,1,Capacitor,0604,murata,2358,0,345,345,0,2013,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-27,1,Capacitor,0604,murata,2013,0,185,185,0,1828,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-28,1,Capacitor,0604,murata,1828,0,136,136,0,1692,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-02-29,1,Capacitor,0604,murata,1692,0,407,407,0,1285,0,0,0,1,14.4,0.1386,0.0,0.0,0.0
2024-03-01,1,Capacitor,0604,murata,1285,1300,259,259,0,1026,0,1300,1300,1,14.4,0.0146,922.35,368.94,19738.22
2024-03-02,1,Capacitor,0604,murata,2326,0,333,333,0,1993,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-03,1,Capacitor,0604,murata,1993,0,333,333,0,1660,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-04,1,Capacitor,0604,murata,1660,1400,518,518,0,1142,0,1400,1400,1,14.4,0.0146,993.3,397.32,21256.54
2024-03-05,1,Capacitor,0604,murata,2542,0,431,431,0,2111,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-06,1,Capacitor,0604,murata,2111,0,444,444,0,1667,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-07,1,Capacitor,0604,murata,1667,2000,431,431,0,1236,0,2000,2000,1,14.4,0.0495,1368.7,547.48,29290.28
2024-03-08,1,Capacitor,0604,murata,3236,0,345,345,0,2891,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-09,1,Capacitor,0604,murata,2891,0,136,136,0,2755,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-10,1,Capacitor,0604,murata,2755,0,234,234,0,2521,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-11,1,Capacitor,0604,murata,2521,0,173,173,0,2348,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-12,1,Capacitor,0604,murata,2348,0,518,518,0,1830,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-13,1,Capacitor,0604,murata,1830,0,407,407,0,1423,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-14,1,Capacitor,0604,murata,1423,0,123,123,0,1300,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-15,1,Capacitor,0604,murata,1300,1400,370,370,0,930,0,1400,1400,1,14.4,0.0495,958.09,383.24,20503.2
2024-03-16,1,Capacitor,0604,murata,2330,0,382,382,0,1948,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-17,1,Capacitor,0604,murata,1948,0,160,160,0,1788,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-18,1,Capacitor,0604,murata,1788,0,234,234,0,1554,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-19,1,Capacitor,0604,murata,1554,0,185,185,0,1369,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
2024-03-20,1,Capacitor,0604,murata,1369,0,136,136,0,1233,0,0,0,1,14.4,0.0146,0.0,0.0,0.0
