date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2024-01-01,7,Capacitor,1008,murata,5000,0,86,86,0,4914,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-02,7,Capacitor,1008,murata,4914,0,148,148,0,4766,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-03,7,Capacitor,1008,murata,4766,0,136,136,0,4630,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-04,7,Capacitor,1008,murata,4630,0,99,99,0,4531,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-05,7,Capacitor,1008,murata,4531,0,111,111,0,4420,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-06,7,Capacitor,1008,murata,4420,0,152,152,0,4268,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-07,7,Capacitor,1008,murata,4268,0,82,82,0,4186,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-08,7,Capacitor,1008,murata,4186,0,58,58,0,4128,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-09,7,Capacitor,1008,murata,4128,0,58,58,0,4070,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-10,7,Capacitor,1008,murata,4070,0,148,148,0,3922,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-11,7,Capacitor,1008,murata,3922,0,90,90,0,3832,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-12,7,Capacitor,1008,murata,3832,0,156,156,0,3676,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-13,7,Capacitor,1008,murata,3676,0,78,78,0,3598,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-14,7,Capacitor,1008,murata,3598,0,168,168,0,3430,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-15,7,Capacitor,1008,murata,3430,0,58,58,0,3372,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-16,7,Capacitor,1008,murata,3372,0,152,152,0,3220,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-17,7,Capacitor,1008,murata,3220,0,123,123,0,3097,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
2024-01-18,7,Capacitor,1008,murata,3097,0,78,78,0,3019,0,0,0,1,16.8,0.1847,0.0,0.0,0.0
