date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2022-01-01,27,Capacitor,1008,samsung,5000,0,90,90,0,4910,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-02,27,Capacitor,1008,samsung,4910,0,127,127,0,4783,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-03,27,Capacitor,1008,samsung,4783,0,127,127,0,4656,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-04,27,Capacitor,1008,samsung,4656,0,107,107,0,4549,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-05,27,Capacitor,1008,samsung,4549,0,86,86,0,4463,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-06,27,Capacitor,1008,samsung,4463,0,119,119,0,4344,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-07,27,Capacitor,1008,samsung,4344,0,99,99,0,4245,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-08,27,Capacitor,1008,samsung,4245,0,45,45,0,4200,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-09,27,Capacitor,1008,samsung,4200,0,168,168,0,4032,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-10,27,Capacitor,1008,samsung,4032,0,136,136,0,3896,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-11,27,Capacitor,1008,samsung,3896,0,181,181,0,3715,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-12,27,Capacitor,1008,samsung,3715,0,103,103,0,3612,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-13,27,Capacitor,1008,samsung,3612,0,103,103,0,3509,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-14,27,Capacitor,1008,samsung,3509,0,78,78,0,3431,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-15,27,Capacitor,1008,samsung,3431,0,140,140,0,3291,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-16,27,Capacitor,1008,samsung,3291,0,156,156,0,3135,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-17,27,Capacitor,1008,samsung,3135,0,78,78,0,3057,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-18,27,Capacitor,1008,samsung,3057,0,103,103,0,2954,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-19,27,Capacitor,1008,samsung,2954,0,94,94,0,2860,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-20,27,Capacitor,1008,samsung,2860,0,66,66,0,2794,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-21,27,Capacitor,1008,samsung,2794,0,78,78,0,2716,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-22,27,Capacitor,1008,samsung,2716,0,49,49,0,2667,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-23,27,Capacitor,1008,samsung,2667,0,99,99,0,2568,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-24,27,Capacitor,1008,samsung,2568,0,74,74,0,2494,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-25,27,Capacitor,1008,samsung,2494,0,74,74,0,2420,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-26,27,Capacitor,1008,samsung,2420,0,111,111,0,2309,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-27,27,Capacitor,1008,samsung,2309,0,66,66,0,2243,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-28,27,Capacitor,1008,samsung,2243,0,45,45,0,2198,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-29,27,Capacitor,1008,samsung,2198,0,82,82,0,2116,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-30,27,Capacitor,1008,samsung,2116,0,94,94,0,2022,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-31,27,Capacitor,1008,samsung,2022,0,127,127,0,1895,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-02-01,27,Capacitor,1008,samsung,1895,0,107,107,0,1788,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-02,27,Capacitor,1008,samsung,1788,0,164,164,0,1624,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-03,27,Capacitor,1008,samsung,1624,0,103,103,0,1521,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-04,27,Capacitor,1008,samsung,1521,0,78,78,0,1443,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-05,27,Capacitor,1008,samsung,1443,0,127,127,0,1316,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-06,27,Capacitor,1008,samsung,1316,0,53,53,0,1263,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-07,27,Capacitor,1008,samsung,1263,0,107,107,0,1156,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-08,27,Capacitor,1008,samsung,1156,0,168,168,0,988,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-09,27,Capacitor,1008,samsung,988,0,144,144,0,844,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-10,27,Capacitor,1008,samsung,844,0,136,136,0,708,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-11,27,Capacitor,1008,samsung,708,0,156,156,0,552,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-12,27,Capacitor,1008,samsung,552,700,152,152,0,400,0,700,700,1,16.8,0.1047,526.46,210.58,11266.14
2022-02-13,27,Capacitor,1008,samsung,1100,0,41,41,0,1059,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-14,27,Capacitor,1008,samsung,1059,0,99,99,0,960,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-15,27,Capacitor,1008,samsung,960,0,70,70,0,890,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-16,27,Capacitor,1008,samsung,890,0,99,99,0,791,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-17,27,Capacitor,1008,samsung,791,0,131,131,0,660,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-18,27,Capacitor,1008,samsung,660,0,41,41,0,619,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-19,27,Capacitor,1008,samsung,619,0,90,90,0,529,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
2022-02-20,27,Capacitor,1008,samsung,529,0,131,131,0,398,0,0,0,1,16.8,0.1047,0.0,0.0,0.0
