date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2022-01-01,93,Inductor,1008,murata,6000,0,15,15,0,5985,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-02,93,Inductor,1008,murata,5985,0,21,21,0,5964,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-03,93,Inductor,1008,murata,5964,0,21,21,0,5943,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-04,93,Inductor,1008,murata,5943,0,18,18,0,5925,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-05,93,Inductor,1008,murata,5925,0,14,14,0,5911,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-06,93,Inductor,1008,murata,5911,0,20,20,0,5891,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-07,93,Inductor,1008,murata,5891,0,16,16,0,5875,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-08,93,Inductor,1008,murata,5875,0,8,8,0,5867,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-09,93,Inductor,1008,murata,5867,0,28,28,0,5839,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-10,93,Inductor,1008,murata,5839,0,23,23,0,5816,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-11,93,Inductor,1008,murata,5816,0,30,30,0,5786,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-12,93,Inductor,1008,murata,5786,0,17,17,0,5769,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-13,93,Inductor,1008,murata,5769,0,17,17,0,5752,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-14,93,Inductor,1008,murata,5752,0,13,13,0,5739,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-15,93,Inductor,1008,murata,5739,0,23,23,0,5716,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-16,93,Inductor,1008,murata,5716,0,26,26,0,5690,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-17,93,Inductor,1008,murata,5690,0,13,13,0,5677,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-18,93,Inductor,1008,murata,5677,0,17,17,0,5660,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-19,93,Inductor,1008,murata,5660,0,16,16,0,5644,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-20,93,Inductor,1008,murata,5644,0,11,11,0,5633,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-21,93,Inductor,1008,murata,5633,0,13,13,0,5620,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-22,93,Inductor,1008,murata,5620,0,8,8,0,5612,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-23,93,Inductor,1008,murata,5612,0,16,16,0,5596,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-24,93,Inductor,1008,murata,5596,0,12,12,0,5584,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-25,93,Inductor,1008,murata,5584,0,12,12,0,5572,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-26,93,Inductor,1008,murata,5572,0,18,18,0,5554,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-27,93,Inductor,1008,murata,5554,0,11,11,0,5543,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-28,93,Inductor,1008,murata,5543,0,8,8,0,5535,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-29,93,Inductor,1008,murata,5535,0,14,14,0,5521,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-30,93,Inductor,1008,murata,5521,0,16,16,0,5505,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-01-31,93,Inductor,1008,murata,5505,0,21,21,0,5484,0,0,0,1,70.0,0.1887,0.0,0.0,0.0
2022-02-01,93,Inductor,1008,murata,5484,0,18,18,0,5466,0,0,0,1,70.0,0.1047,0.0,0.0,0.0
2022-02-02,93,Inductor,1008,murata,5466,0,27,27,0,5439,0,0,0,1,70.0,0.1047,0.0,0.0,0.0
2022-02-03,93,Inductor,1008,murata,5439,0,17,17,0,5422,0,0,0,1,70.0,0.1047,0.0,0.0,0.0
2022-02-04,93,Inductor,1008,murata,5422,0,13,13,0,5409,0,0,0,1,70.0,0.1047,0.0,0.0,0.0
2022-02-05,93,Inductor,1008,murata,5409,0,21,21,0,5388,0,0,0,1,70.0,0.1047,0.0,0.0,0.0
2022-02-06,93,Inductor,1008,murata,5388,0,9,9,0,5379,0,0,0,1,70.0,0.1047,0.0,0.0,0.0
2022-02-07,93,Inductor,1008,murata,5379,0,18,18,0,5361,0,0,0,1,70.0,0.1047,0.0,0.0,0.0
2022-02-08,93,Inductor,1008,murata,5361,0,28,28,0,5333,0,0,0,1,70.0,0.1047,0.0,0.0,0.0
