date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2022-01-01,15,Capacitor,0604,samsung,6000,0,271,271,0,5729,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-02,15,Capacitor,0604,samsung,5729,0,382,382,0,5347,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-03,15,Capacitor,0604,samsung,5347,0,382,382,0,4965,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-04,15,Capacitor,0604,samsung,4965,0,320,320,0,4645,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-05,15,Capacitor,0604,samsung,4645,0,259,259,0,4386,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-06,15,Capacitor,0604,samsung,4386,0,357,357,0,4029,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-07,15,Capacitor,0604,samsung,4029,0,296,296,0,3733,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-08,15,Capacitor,0604,samsung,3733,0,136,136,0,3597,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-09,15,Capacitor,0604,samsung,3597,0,505,505,0,3092,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-10,15,Capacitor,0604,samsung,3092,0,407,407,0,2685,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-11,15,Capacitor,0604,samsung,2685,0,542,542,0,2143,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-12,15,Capacitor,0604,samsung,2143,0,308,308,0,1835,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-13,15,Capacitor,0604,samsung,1835,0,308,308,0,1527,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-14,15,Capacitor,0604,samsung,1527,1500,234,234,0,1293,0,1500,1500,1,14.4,0.1887,876.21,350.48,18750.8
2022-01-15,15,Capacitor,0604,samsung,2793,0,419,419,0,2374,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-16,15,Capacitor,0604,samsung,2374,0,468,468,0,1906,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-17,15,Capacitor,0604,samsung,1906,0,234,234,0,1672,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-18,15,Capacitor,0604,samsung,1672,0,308,308,0,1364,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-19,15,Capacitor,0604,samsung,1364,1500,283,283,0,1081,0,1500,1500,1,14.4,0.1887,876.21,350.48,18750.8
