date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2022-01-01,14,Capacitor,0604,murata,6000,0,271,271,0,5729,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-02,14,Capacitor,0604,murata,5729,0,382,382,0,5347,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-03,14,Capacitor,0604,murata,5347,0,382,382,0,4965,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-04,14,Capacitor,0604,murata,4965,0,320,320,0,4645,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-05,14,Capacitor,0604,murata,4645,0,259,259,0,4386,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-06,14,Capacitor,0604,murata,4386,0,357,357,0,4029,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-07,14,Capacitor,0604,murata,4029,0,296,296,0,3733,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-08,14,Capacitor,0604,murata,3733,0,136,136,0,3597,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-09,14,Capacitor,0604,murata,3597,0,505,505,0,3092,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-10,14,Capacitor,0604,murata,3092,0,407,407,0,2685,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-11,14,Capacitor,0604,murata,2685,0,542,542,0,2143,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-12,14,Capacitor,0604,murata,2143,0,308,308,0,1835,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-13,14,Capacitor,0604,murata,1835,0,308,308,0,1527,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-14,14,Capacitor,0604,murata,1527,1693,234,234,0,1293,0,1500,1693,1,14.4,0.2324,935.62,374.25,20022.27
2022-01-15,14,Capacitor,0604,murata,2986,0,419,419,0,2567,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-16,14,Capacitor,0604,murata,2567,0,468,468,0,2099,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-17,14,Capacitor,0604,murata,2099,0,234,234,0,1865,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
2022-01-18,14,Capacitor,0604,murata,1865,0,308,308,0,1557,0,0,0,1,14.4,0.1887,0.0,0.0,0.0
