date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2022-01-01,82,Inductor,0604,samsung,6000,0,45,45,0,5955,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-02,82,Inductor,0604,samsung,5955,0,64,64,0,5891,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-03,82,Inductor,0604,samsung,5891,0,64,64,0,5827,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-04,82,Inductor,0604,samsung,5827,0,53,53,0,5774,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-05,82,Inductor,0604,samsung,5774,0,43,43,0,5731,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-06,82,Inductor,0604,samsung,5731,0,60,60,0,5671,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-07,82,Inductor,0604,samsung,5671,0,49,49,0,5622,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-08,82,Inductor,0604,samsung,5622,0,23,23,0,5599,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-09,82,Inductor,0604,samsung,5599,0,84,84,0,5515,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-10,82,Inductor,0604,samsung,5515,0,68,68,0,5447,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-11,82,Inductor,0604,samsung,5447,0,90,90,0,5357,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-12,82,Inductor,0604,samsung,5357,0,51,51,0,5306,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-13,82,Inductor,0604,samsung,5306,0,51,51,0,5255,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-14,82,Inductor,0604,samsung,5255,0,39,39,0,5216,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-15,82,Inductor,0604,samsung,5216,0,70,70,0,5146,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-16,82,Inductor,0604,samsung,5146,0,78,78,0,5068,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-17,82,Inductor,0604,samsung,5068,0,39,39,0,5029,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-18,82,Inductor,0604,samsung,5029,0,51,51,0,4978,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-19,82,Inductor,0604,samsung,4978,0,47,47,0,4931,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-20,82,Inductor,0604,samsung,4931,0,33,33,0,4898,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-21,82,Inductor,0604,samsung,4898,0,39,39,0,4859,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-22,82,Inductor,0604,samsung,4859,0,25,25,0,4834,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-23,82,Inductor,0604,samsung,4834,0,49,49,0,4785,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-24,82,Inductor,0604,samsung,4785,0,37,37,0,4748,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-25,82,Inductor,0604,samsung,4748,0,37,37,0,4711,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-26,82,Inductor,0604,samsung,4711,0,55,55,0,4656,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-27,82,Inductor,0604,samsung,4656,0,33,33,0,4623,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-28,82,Inductor,0604,samsung,4623,0,23,23,0,4600,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-29,82,Inductor,0604,samsung,4600,0,41,41,0,4559,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-30,82,Inductor,0604,samsung,4559,0,47,47,0,4512,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-01-31,82,Inductor,0604,samsung,4512,0,64,64,0,4448,0,0,0,1,60.0,0.1887,0.0,0.0,0.0
2022-02-01,82,Inductor,0604,samsung,4448,0,53,53,0,4395,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-02,82,Inductor,0604,samsung,4395,0,82,82,0,4313,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-03,82,Inductor,0604,samsung,4313,0,51,51,0,4262,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-04,82,Inductor,0604,samsung,4262,0,39,39,0,4223,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-05,82,Inductor,0604,samsung,4223,0,64,64,0,4159,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-06,82,Inductor,0604,samsung,4159,0,27,27,0,4132,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-07,82,Inductor,0604,samsung,4132,0,53,53,0,4079,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-08,82,Inductor,0604,samsung,4079,0,84,84,0,3995,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-09,82,Inductor,0604,samsung,3995,0,72,72,0,3923,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-10,82,Inductor,0604,samsung,3923,0,68,68,0,3855,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-11,82,Inductor,0604,samsung,3855,0,78,78,0,3777,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-12,82,Inductor,0604,samsung,3777,0,76,76,0,3701,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-13,82,Inductor,0604,samsung,3701,0,21,21,0,3680,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-14,82,Inductor,0604,samsung,3680,0,49,49,0,3631,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-15,82,Inductor,0604,samsung,3631,0,35,35,0,3596,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-16,82,Inductor,0604,samsung,3596,0,49,49,0,3547,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-17,82,Inductor,0604,samsung,3547,0,66,66,0,3481,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-18,82,Inductor,0604,samsung,3481,0,21,21,0,3460,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-19,82,Inductor,0604,samsung,3460,0,45,45,0,3415,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-20,82,Inductor,0604,samsung,3415,0,66,66,0,3349,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-21,82,Inductor,0604,samsung,3349,0,35,35,0,3314,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-22,82,Inductor,0604,samsung,3314,0,45,45,0,3269,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-23,82,Inductor,0604,samsung,3269,0,25,25,0,3244,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-24,82,Inductor,0604,samsung,3244,0,31,31,0,3213,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-25,82,Inductor,0604,samsung,3213,0,31,31,0,3182,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-26,82,Inductor,0604,samsung,3182,0,51,51,0,3131,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
2022-02-27,82,Inductor,0604,samsung,3131,0,70,70,0,3061,0,0,0,1,60.0,0.1047,0.0,0.0,0.0
