date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2022-01-01,75,Inductor,0402,samsung,5000,0,75,75,0,4925,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-02,75,Inductor,0402,samsung,4925,0,106,106,0,4819,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-03,75,Inductor,0402,samsung,4819,0,106,106,0,4713,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-04,75,Inductor,0402,samsung,4713,0,89,89,0,4624,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-05,75,Inductor,0402,samsung,4624,0,72,72,0,4552,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-06,75,Inductor,0402,samsung,4552,0,99,99,0,4453,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-07,75,Inductor,0402,samsung,4453,0,82,82,0,4371,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-08,75,Inductor,0402,samsung,4371,0,38,38,0,4333,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-09,75,Inductor,0402,samsung,4333,0,140,140,0,4193,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-10,75,Inductor,0402,samsung,4193,0,113,113,0,4080,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-11,75,Inductor,0402,samsung,4080,0,151,151,0,3929,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-12,75,Inductor,0402,samsung,3929,0,86,86,0,3843,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-13,75,Inductor,0402,samsung,3843,0,86,86,0,3757,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-14,75,Inductor,0402,samsung,3757,0,65,65,0,3692,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-15,75,Inductor,0402,samsung,3692,0,116,116,0,3576,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-16,75,Inductor,0402,samsung,3576,0,130,130,0,3446,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-17,75,Inductor,0402,samsung,3446,0,65,65,0,3381,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-18,75,Inductor,0402,samsung,3381,0,86,86,0,3295,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-19,75,Inductor,0402,samsung,3295,0,79,79,0,3216,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-20,75,Inductor,0402,samsung,3216,0,55,55,0,3161,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-21,75,Inductor,0402,samsung,3161,0,65,65,0,3096,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-22,75,Inductor,0402,samsung,3096,0,41,41,0,3055,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
2022-01-23,75,Inductor,0402,samsung,3055,0,82,82,0,2973,0,0,0,1,50.0,0.1887,0.0,0.0,0.0
