date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2022-01-01,13,Capacitor,1008,samsung,8000,0,90,90,0,7910,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-02,13,Capacitor,1008,samsung,7910,0,127,127,0,7783,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-03,13,Capacitor,1008,samsung,7783,0,127,127,0,7656,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-04,13,Capacitor,1008,samsung,7656,0,107,107,0,7549,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-05,13,Capacitor,1008,samsung,7549,0,86,86,0,7463,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-06,13,Capacitor,1008,samsung,7463,0,119,119,0,7344,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-07,13,Capacitor,1008,samsung,7344,0,99,99,0,7245,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-08,13,Capacitor,1008,samsung,7245,0,45,45,0,7200,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-09,13,Capacitor,1008,samsung,7200,0,168,168,0,7032,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-10,13,Capacitor,1008,samsung,7032,0,136,136,0,6896,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-11,13,Capacitor,1008,samsung,6896,0,181,181,0,6715,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-12,13,Capacitor,1008,samsung,6715,0,103,103,0,6612,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-13,13,Capacitor,1008,samsung,6612,0,103,103,0,6509,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-14,13,Capacitor,1008,samsung,6509,0,78,78,0,6431,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-15,13,Capacitor,1008,samsung,6431,0,140,140,0,6291,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-16,13,Capacitor,1008,samsung,6291,0,156,156,0,6135,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
2022-01-17,13,Capacitor,1008,samsung,6135,0,78,78,0,6057,0,0,0,1,16.8,0.1887,0.0,0.0,0.0
