date,part_id,category,size,manufacturer,opening_stock,arrival_today,planned_usage,used_actual,unmet_usage,closing_stock,pending_inbound_before_order,order_qty_requested,order_qty_effective,lead_time_days,unit_price,monthly_discount,shipping_fee,region_fee,total_cost
2023-01-01,33,Capacitor,1008,murata,7000,0,78,78,0,6922,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-02,33,Capacitor,1008,murata,6922,0,168,168,0,6754,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-03,33,Capacitor,1008,murata,6754,0,115,115,0,6639,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-04,33,Capacitor,1008,murata,6639,0,181,181,0,6458,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-05,33,Capacitor,1008,murata,6458,0,168,168,0,6290,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-06,33,Capacitor,1008,murata,6290,0,127,127,0,6163,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-07,33,Capacitor,1008,murata,6163,0,90,90,0,6073,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-08,33,Capacitor,1008,murata,6073,0,144,144,0,5929,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-09,33,Capacitor,1008,murata,5929,0,58,58,0,5871,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-10,33,Capacitor,1008,murata,5871,0,185,185,0,5686,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-11,33,Capacitor,1008,murata,5686,0,90,90,0,5596,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-12,33,Capacitor,1008,murata,5596,0,41,41,0,5555,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-13,33,Capacitor,1008,murata,5555,0,99,99,0,5456,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-14,33,Capacitor,1008,murata,5456,0,66,66,0,5390,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-15,33,Capacitor,1008,murata,5390,0,94,94,0,5296,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-16,33,Capacitor,1008,murata,5296,0,41,41,0,5255,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-17,33,Capacitor,1008,murata,5255,0,70,70,0,5185,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-18,33,Capacitor,1008,murata,5185,0,123,123,0,5062,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-19,33,Capacitor,1008,murata,5062,0,58,58,0,5004,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-20,33,Capacitor,1008,murata,5004,0,66,66,0,4938,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-21,33,Capacitor,1008,murata,4938,0,41,41,0,4897,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-22,33,Capacitor,1008,murata,4897,0,41,41,0,4856,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-23,33,Capacitor,1008,murata,4856,0,82,82,0,4774,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-24,33,Capacitor,1008,murata,4774,0,70,70,0,4704,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-25,33,Capacitor,1008,murata,4704,0,86,86,0,4618,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-26,33,Capacitor,1008,murata,4618,0,99,99,0,4519,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-27,33,Capacitor,1008,murata,4519,0,115,115,0,4404,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-28,33,Capacitor,1008,murata,4404,0,127,127,0,4277,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-29,33,Capacitor,1008,murata,4277,0,127,127,0,4150,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-30,33,Capacitor,1008,murata,4150,0,86,86,0,4064,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-01-31,33,Capacitor,1008,murata,4064,0,152,152,0,3912,0,0,0,1,16.8,0.0095,0.0,0.0,0.0
2023-02-01,33,Capacitor,1008,murata,3912,0,144,144,0,3768,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-02,33,Capacitor,1008,murata,3768,0,107,107,0,3661,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-03,33,Capacitor,1008,murata,3661,0,82,82,0,3579,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-04,33,Capacitor,1008,murata,3579,0,86,86,0,3493,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-05,33,Capacitor,1008,murata,3493,0,177,177,0,3316,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-06,33,Capacitor,1008,murata,3316,0,78,78,0,3238,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-07,33,Capacitor,1008,murata,3238,0,181,181,0,3057,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-08,33,Capacitor,1008,murata,3057,0,177,177,0,2880,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-09,33,Capacitor,1008,murata,2880,0,168,168,0,2712,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-10,33,Capacitor,1008,murata,2712,0,66,66,0,2646,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-11,33,Capacitor,1008,murata,2646,0,168,168,0,2478,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-12,33,Capacitor,1008,murata,2478,0,90,90,0,2388,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-13,33,Capacitor,1008,murata,2388,0,131,131,0,2257,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-14,33,Capacitor,1008,murata,2257,0,136,136,0,2121,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-15,33,Capacitor,1008,murata,2121,0,94,94,0,2027,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-16,33,Capacitor,1008,murata,2027,0,70,70,0,1957,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-17,33,Capacitor,1008,murata,1957,0,123,123,0,1834,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-18,33,Capacitor,1008,murata,1834,0,41,41,0,1793,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-19,33,Capacitor,1008,murata,1793,0,107,107,0,1686,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-20,33,Capacitor,1008,murata,1686,0,111,111,0,1575,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-21,33,Capacitor,1008,murata,1575,0,41,41,0,1534,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
2023-02-22,33,Capacitor,1008,murata,1534,0,41,41,0,1493,0,0,0,1,16.8,0.1036,0.0,0.0,0.0
